ID,Channel,StartTime,EndTime
id_31,channel_46,2008-06-10T16:20:54.975Z,2008-06-10T19:42:54.975Z
id_31,channel_47,2008-06-10T16:20:54.975Z,2008-06-10T19:42:54.975Z
id_31,channel_48,2008-06-10T16:20:54.975Z,2008-06-10T19:42:54.975Z
id_31,channel_49,2008-06-10T16:20:54.975Z,2008-06-10T19:42:54.975Z
id_31,channel_50,2008-06-10T16:20:07.350Z,2008-06-10T19:42:37.350Z
id_31,channel_51,2008-06-10T16:20:07.350Z,2008-06-10T19:42:37.350Z
id_31,channel_52,2008-06-10T16:20:07.350Z,2008-06-10T19:42:37.350Z
id_31,channel_57,2008-06-10T16:25:32.469Z,2008-06-10T19:34:32.469Z
id_31,channel_58,2008-06-10T16:25:32.469Z,2008-06-10T19:34:32.469Z
id_31,channel_59,2008-06-10T16:25:32.469Z,2008-06-10T19:34:32.469Z
id_31,channel_60,2008-06-10T16:25:32.469Z,2008-06-10T19:34:32.469Z
id_31,channel_70,2008-06-10T16:21:14.085Z,2008-06-10T19:43:14.085Z
id_31,channel_71,2008-06-10T16:20:57.969Z,2008-06-10T19:43:27.969Z
id_31,channel_72,2008-06-10T16:21:11.844Z,2008-06-10T19:43:11.844Z
id_31,channel_73,2008-06-10T16:20:55.716Z,2008-06-10T19:43:25.716Z
id_31,channel_74,2008-06-10T16:21:09.594Z,2008-06-10T19:43:09.594Z
id_31,channel_75,2008-06-10T16:20:53.469Z,2008-06-10T19:43:23.469Z
id_31,channel_76,2008-06-10T16:21:07.344Z,2008-06-10T19:43:37.344Z
id_32,channel_12,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_13,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_14,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_15,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_16,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_17,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_18,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_19,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_20,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_21,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_22,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_23,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_24,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_25,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_26,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_27,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_28,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_29,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_30,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_31,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_32,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_33,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_34,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_35,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_36,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_37,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_38,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_39,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_40,2008-10-15T20:28:15.237Z,2008-10-15T23:31:15.237Z
id_32,channel_41,2008-10-15T20:23:54.957Z,2008-10-15T23:36:47.457Z
id_32,channel_42,2008-10-15T20:23:54.957Z,2008-10-15T23:36:47.457Z
id_32,channel_43,2008-10-15T20:23:54.957Z,2008-10-15T23:36:47.457Z
id_32,channel_44,2008-10-15T20:23:54.957Z,2008-10-15T23:36:47.457Z
id_32,channel_45,2008-10-15T20:23:54.957Z,2008-10-15T23:36:47.457Z
id_32,channel_46,2008-10-15T20:23:54.957Z,2008-10-15T23:36:47.457Z
id_32,channel_47,2008-10-15T20:23:54.957Z,2008-10-15T23:31:24.957Z
id_32,channel_48,2008-10-15T20:23:54.957Z,2008-10-15T23:31:24.957Z
id_32,channel_49,2008-10-15T20:23:54.957Z,2008-10-15T23:31:24.957Z
id_32,channel_50,2008-10-15T20:27:37.332Z,2008-10-15T23:36:37.332Z
id_32,channel_51,2008-10-15T20:27:37.332Z,2008-10-15T23:36:37.332Z
id_32,channel_52,2008-10-15T20:27:37.332Z,2008-10-15T23:36:37.332Z
id_32,channel_57,2008-10-15T20:28:32.451Z,2008-10-15T23:31:32.451Z
id_32,channel_58,2008-10-15T20:28:32.451Z,2008-10-15T23:31:32.451Z
id_32,channel_59,2008-10-15T20:28:32.451Z,2008-10-15T23:31:32.451Z
id_32,channel_60,2008-10-15T20:28:32.451Z,2008-10-15T23:31:32.451Z
id_32,channel_70,2008-10-15T20:24:14.067Z,2008-10-15T23:37:14.067Z
id_32,channel_71,2008-10-15T20:23:57.948Z,2008-10-15T23:37:27.948Z
id_32,channel_72,2008-10-15T20:24:11.823Z,2008-10-15T23:37:11.823Z
id_32,channel_73,2008-10-15T20:23:55.698Z,2008-10-15T23:37:25.698Z
id_32,channel_74,2008-10-15T20:24:09.573Z,2008-10-15T23:37:09.573Z
id_32,channel_75,2008-10-15T20:23:53.451Z,2008-10-15T23:37:23.451Z
id_32,channel_76,2008-10-15T20:24:07.323Z,2008-10-15T23:37:37.323Z
id_33,channel_12,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_13,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_14,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_15,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_16,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_17,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_18,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_19,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_20,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_21,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_22,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_23,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_24,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_25,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_26,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_27,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_28,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_29,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_30,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_31,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_32,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_33,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_34,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_35,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_36,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_37,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_38,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_39,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_40,2009-03-08T10:37:15.216Z,2009-03-08T13:46:15.216Z
id_33,channel_41,2009-03-08T10:32:54.936Z,2009-03-08T13:51:54.936Z
id_33,channel_42,2009-03-08T10:32:54.936Z,2009-03-08T13:51:54.936Z
id_33,channel_43,2009-03-08T10:32:54.936Z,2009-03-08T13:51:54.936Z
id_33,channel_44,2009-03-08T10:32:54.936Z,2009-03-08T13:51:54.936Z
id_33,channel_45,2009-03-08T10:32:54.936Z,2009-03-08T13:51:54.936Z
id_33,channel_46,2009-03-08T10:32:54.936Z,2009-03-08T13:51:54.936Z
id_33,channel_47,2009-03-08T10:32:54.936Z,2009-03-08T13:51:54.936Z
id_33,channel_48,2009-03-08T10:32:54.936Z,2009-03-08T13:51:54.936Z
id_33,channel_49,2009-03-08T10:32:54.936Z,2009-03-08T13:51:54.936Z
id_33,channel_50,2009-03-08T10:36:37.311Z,2009-03-08T13:51:37.311Z
id_33,channel_51,2009-03-08T10:36:37.311Z,2009-03-08T13:51:37.311Z
id_33,channel_52,2009-03-08T10:36:37.311Z,2009-03-08T13:51:37.311Z
id_33,channel_57,2009-03-08T10:37:32.430Z,2009-03-08T13:46:32.430Z
id_33,channel_58,2009-03-08T10:37:32.430Z,2009-03-08T13:46:32.430Z
id_33,channel_59,2009-03-08T10:37:32.430Z,2009-03-08T13:46:32.430Z
id_33,channel_60,2009-03-08T10:37:32.430Z,2009-03-08T13:46:32.430Z
id_33,channel_64,2009-03-08T13:47:03.135Z,2009-03-08T13:47:03.135Z
id_33,channel_65,2009-03-08T13:47:03.135Z,2009-03-08T13:47:03.135Z
id_33,channel_66,2009-03-08T13:47:03.135Z,2009-03-08T13:47:03.135Z
id_33,channel_70,2009-03-08T10:33:14.046Z,2009-03-08T13:52:14.046Z
id_33,channel_71,2009-03-08T10:32:57.927Z,2009-03-08T13:52:27.927Z
id_33,channel_72,2009-03-08T10:33:11.802Z,2009-03-08T13:52:11.802Z
id_33,channel_73,2009-03-08T10:32:55.677Z,2009-03-08T13:52:25.677Z
id_33,channel_74,2009-03-08T10:33:09.552Z,2009-03-08T13:52:09.552Z
id_33,channel_75,2009-03-08T10:32:53.430Z,2009-03-08T13:52:23.430Z
id_33,channel_76,2009-03-08T10:33:07.302Z,2009-03-08T13:52:37.302Z
id_34,channel_12,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_13,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_14,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_15,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_16,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_17,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_18,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_19,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_20,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_21,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_22,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_23,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_24,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_25,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_26,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_27,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_28,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_29,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_30,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_31,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_32,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_33,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_34,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_35,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_36,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_37,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_38,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_39,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_40,2009-06-10T20:07:30.204Z,2009-06-10T23:37:30.204Z
id_34,channel_41,2009-06-10T20:07:39.921Z,2009-06-10T23:34:39.921Z
id_34,channel_42,2009-06-10T20:07:39.921Z,2009-06-10T23:34:39.921Z
id_34,channel_43,2009-06-10T20:07:39.921Z,2009-06-10T23:34:39.921Z
id_34,channel_44,2009-06-10T20:07:39.921Z,2009-06-10T23:34:39.921Z
id_34,channel_45,2009-06-10T20:07:39.921Z,2009-06-10T23:34:39.921Z
id_34,channel_46,2009-06-10T20:07:39.921Z,2009-06-10T23:34:39.921Z
id_34,channel_47,2009-06-10T20:07:39.921Z,2009-06-10T23:34:39.921Z
id_34,channel_48,2009-06-10T20:07:39.921Z,2009-06-10T23:34:39.921Z
id_34,channel_49,2009-06-10T20:07:39.921Z,2009-06-10T23:34:39.921Z
id_34,channel_50,2009-06-10T20:06:52.299Z,2009-06-10T23:33:52.296Z
id_34,channel_51,2009-06-10T20:06:52.299Z,2009-06-10T23:33:52.296Z
id_34,channel_52,2009-06-10T20:06:52.299Z,2009-06-10T23:33:52.296Z
id_34,channel_57,2009-06-10T20:07:47.415Z,2009-06-10T23:34:47.415Z
id_34,channel_58,2009-06-10T20:07:47.415Z,2009-06-10T23:34:47.415Z
id_34,channel_59,2009-06-10T20:07:47.415Z,2009-06-10T23:34:47.415Z
id_34,channel_60,2009-06-10T20:07:47.415Z,2009-06-10T23:34:47.415Z
id_34,channel_61,2009-06-10T20:07:29.031Z,2009-06-10T23:35:59.031Z
id_34,channel_62,2009-06-10T20:07:29.031Z,2009-06-10T23:35:59.031Z
id_34,channel_63,2009-06-10T20:07:29.031Z,2009-06-10T23:35:59.031Z
id_34,channel_65,2009-06-10T20:08:18.120Z,2009-06-10T23:35:18.120Z
id_34,channel_70,2009-06-10T20:07:29.031Z,2009-06-10T23:35:59.031Z
id_34,channel_71,2009-06-10T20:07:42.915Z,2009-06-10T23:36:12.915Z
id_34,channel_72,2009-06-10T20:07:26.790Z,2009-06-10T23:36:26.790Z
id_34,channel_73,2009-06-10T20:07:40.662Z,2009-06-10T23:36:10.662Z
id_34,channel_74,2009-06-10T20:07:24.540Z,2009-06-10T23:36:24.540Z
id_34,channel_75,2009-06-10T20:07:38.415Z,2009-06-10T23:36:08.415Z
id_34,channel_76,2009-06-10T20:07:52.290Z,2009-06-10T23:36:22.290Z
id_35,channel_12,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_13,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_14,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_15,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_16,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_17,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_18,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_19,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_20,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_21,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_22,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_23,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_24,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_25,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_26,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_27,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_28,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_29,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_30,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_31,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_32,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_33,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_34,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_35,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_36,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_37,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_38,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_39,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_40,2000-10-22T23:48:05.853Z,2000-10-23T00:19:05.478Z
id_35,channel_41,2000-10-22T22:57:58.320Z,2000-10-22T23:06:28.320Z
id_35,channel_42,2000-10-22T22:57:58.320Z,2000-10-22T23:05:58.320Z
id_35,channel_43,2000-10-22T22:57:58.320Z,2000-10-22T23:06:28.320Z
id_35,channel_44,2000-10-22T22:57:58.320Z,2000-10-22T23:06:28.320Z
id_35,channel_45,2000-10-22T22:57:58.320Z,2000-10-22T23:06:28.320Z
id_35,channel_46,2000-10-22T22:58:28.320Z,2000-10-22T23:06:28.320Z
id_36,channel_14,2000-08-16T10:07:48.609Z,2000-08-16T15:06:18.609Z
id_36,channel_21,2000-08-16T10:03:18.609Z,2000-08-16T15:04:48.609Z
id_36,channel_29,2000-08-16T09:58:48.609Z,2000-08-16T15:27:18.609Z
id_37,channel_41,2001-07-25T23:38:25.290Z,2001-07-25T23:57:55.290Z
id_37,channel_42,2001-07-25T23:26:55.290Z,2001-07-25T23:49:25.290Z
id_37,channel_43,2001-07-25T23:26:55.290Z,2001-07-25T23:53:25.290Z
id_37,channel_44,2001-07-25T23:34:25.290Z,2001-07-25T23:57:25.290Z
id_37,channel_45,2001-07-25T23:19:55.290Z,2001-07-25T23:40:55.290Z
id_37,channel_46,2001-07-25T23:21:55.290Z,2001-07-25T23:49:25.290Z
id_38,channel_41,2001-10-05T12:11:55.281Z,2001-10-05T13:44:55.281Z
id_38,channel_42,2001-10-05T12:05:55.281Z,2001-10-05T13:23:55.281Z
id_38,channel_43,2001-10-05T11:39:55.281Z,2001-10-05T13:23:25.281Z
id_38,channel_44,2001-10-05T11:58:25.281Z,2001-10-05T13:43:25.281Z
id_38,channel_45,2001-10-05T12:09:25.281Z,2001-10-05T13:35:55.281Z
id_38,channel_47,2001-10-05T12:22:55.281Z,2001-10-06T01:13:25.281Z
id_38,channel_48,2001-10-05T12:25:25.281Z,2001-10-06T00:48:25.281Z
id_38,channel_49,2001-10-05T12:29:25.281Z,2001-10-05T23:56:25.281Z
id_38,channel_50,2001-10-05T12:43:07.662Z,2001-10-05T23:35:37.662Z
id_38,channel_51,2001-10-05T12:28:07.662Z,2001-10-06T00:46:07.662Z
id_38,channel_52,2001-10-05T12:31:07.662Z,2001-10-05T23:56:37.662Z
id_39,channel_41,2004-08-23T00:12:25.161Z,2004-08-23T01:24:25.161Z
id_39,channel_42,2004-08-23T00:12:25.161Z,2004-08-23T01:24:25.161Z
id_39,channel_43,2004-08-23T00:12:25.161Z,2004-08-23T01:24:25.161Z
id_39,channel_44,2004-08-23T00:12:25.161Z,2004-08-23T01:24:25.161Z
id_39,channel_45,2004-08-23T00:12:25.161Z,2004-08-23T01:23:55.161Z
id_39,channel_46,2004-08-23T00:12:25.161Z,2004-08-23T01:24:25.161Z
id_39,channel_47,2004-08-23T00:18:25.161Z,2004-08-23T03:00:55.161Z
id_39,channel_48,2004-08-23T00:14:55.161Z,2004-08-23T03:30:25.161Z
id_39,channel_49,2004-08-23T00:16:25.161Z,2004-08-23T02:49:55.161Z
id_39,channel_50,2004-08-23T00:17:37.539Z,2004-08-23T03:32:37.539Z
id_39,channel_51,2004-08-23T00:17:37.539Z,2004-08-23T03:37:07.539Z
id_39,channel_52,2004-08-23T00:22:07.539Z,2004-08-23T02:46:07.539Z
id_40,channel_41,2009-09-20T14:33:09.906Z,2009-09-20T14:39:39.906Z
id_40,channel_42,2009-09-20T14:39:09.906Z,2009-09-20T14:39:39.906Z
id_40,channel_43,2009-09-20T14:33:09.906Z,2009-09-20T14:40:09.906Z
id_40,channel_44,2009-09-20T14:33:09.906Z,2009-09-20T14:39:39.906Z
id_40,channel_45,2009-09-20T14:33:09.906Z,2009-09-20T14:39:39.906Z
id_40,channel_46,2009-09-20T14:33:09.906Z,2009-09-20T14:43:09.906Z
id_40,channel_47,2009-09-20T14:38:09.906Z,2009-09-20T14:48:39.906Z
id_40,channel_48,2009-09-20T14:36:39.906Z,2009-09-20T14:48:39.906Z
id_40,channel_49,2009-09-20T14:36:39.906Z,2009-09-20T14:44:09.906Z
id_40,channel_50,2009-09-20T14:36:52.284Z,2009-09-20T14:42:52.284Z
id_40,channel_51,2009-09-20T14:36:52.284Z,2009-09-20T14:48:52.284Z
id_40,channel_52,2009-09-20T14:38:22.284Z,2009-09-20T14:42:52.284Z
id_41,channel_41,2004-09-15T17:42:25.158Z,2004-09-15T17:47:25.158Z
id_41,channel_42,2004-09-15T17:42:25.158Z,2004-09-15T17:48:55.158Z
id_41,channel_45,2004-09-15T17:42:25.158Z,2004-09-15T17:47:25.158Z
id_41,channel_46,2004-09-15T17:41:55.158Z,2004-09-15T17:47:55.158Z
id_41,channel_70,2004-09-15T17:44:44.268Z,2004-09-15T17:47:44.268Z
id_41,channel_72,2004-09-15T17:44:12.024Z,2004-09-15T17:47:42.024Z
id_41,channel_73,2004-09-15T17:43:55.899Z,2004-09-15T17:47:25.899Z
id_41,channel_74,2004-09-15T17:43:09.774Z,2004-09-15T17:47:39.774Z
id_41,channel_75,2004-09-15T17:43:53.649Z,2004-09-15T17:47:53.649Z
id_41,channel_76,2004-09-15T17:44:07.524Z,2004-09-15T17:47:37.524Z
id_42,channel_41,2012-12-06T18:34:09.723Z,2012-12-06T18:34:09.723Z
id_43,channel_61,2008-11-27T15:12:23.775Z,2008-11-30T15:12:23.775Z
id_43,channel_62,2008-11-27T15:12:23.775Z,2008-11-30T15:12:23.775Z
id_43,channel_63,2008-11-27T15:12:23.775Z,2008-11-30T15:12:23.775Z
id_44,channel_41,2010-05-22T18:03:09.870Z,2010-05-22T18:18:09.870Z
id_44,channel_42,2010-05-22T18:03:09.870Z,2010-05-22T18:18:09.870Z
id_44,channel_43,2010-05-22T18:03:09.870Z,2010-05-22T18:18:09.870Z
id_44,channel_44,2010-05-22T18:03:09.870Z,2010-05-22T18:18:09.870Z
id_44,channel_45,2010-05-22T18:03:09.870Z,2010-05-22T18:18:09.870Z
id_44,channel_46,2010-05-22T18:03:09.870Z,2010-05-22T18:18:09.870Z
id_44,channel_47,2010-05-22T18:04:09.870Z,2010-05-23T11:22:09.870Z
id_44,channel_48,2010-05-22T18:06:09.870Z,2010-05-23T11:09:39.870Z
id_44,channel_49,2010-05-22T18:05:39.870Z,2010-05-23T00:11:39.870Z
id_44,channel_50,2010-05-22T18:05:22.248Z,2010-05-23T00:35:22.248Z
id_44,channel_51,2010-05-22T18:05:22.248Z,2010-05-23T05:45:52.251Z
id_44,channel_52,2010-05-22T18:05:22.248Z,2010-05-23T06:12:52.251Z
id_44,channel_76,2010-05-22T18:03:22.236Z,2010-05-22T18:18:52.236Z
id_45,channel_14,2001-03-12T20:59:59.838Z,2001-03-13T00:31:48.588Z
id_45,channel_21,2001-03-12T20:59:59.838Z,2001-03-13T00:54:18.588Z
id_45,channel_22,2001-03-12T20:57:18.588Z,2001-03-13T00:42:18.588Z
id_45,channel_29,2001-03-12T20:58:48.588Z,2001-03-13T00:22:48.588Z
id_45,channel_31,2001-03-12T20:58:48.588Z,2001-03-13T01:21:18.588Z
id_45,channel_39,2001-03-12T20:59:59.838Z,2001-03-13T01:34:48.588Z
id_46,channel_14,2012-09-17T03:22:30.018Z,2012-09-20T14:40:30.018Z
id_46,channel_21,2012-09-17T03:22:30.018Z,2012-09-20T14:40:30.018Z
id_46,channel_29,2012-09-17T03:21:00.018Z,2012-09-20T14:40:30.018Z
id_47,channel_41,2010-03-07T11:29:09.882Z,2010-03-07T13:35:39.882Z
id_47,channel_42,2010-03-07T11:29:09.882Z,2010-03-07T13:35:39.882Z
id_47,channel_43,2010-03-07T11:29:09.882Z,2010-03-07T13:35:39.882Z
id_47,channel_44,2010-03-07T11:29:09.882Z,2010-03-07T13:35:39.882Z
id_47,channel_45,2010-03-07T11:29:09.882Z,2010-03-07T13:35:39.882Z
id_47,channel_46,2010-03-07T11:29:09.882Z,2010-03-07T13:35:39.882Z
id_47,channel_47,2010-03-07T11:33:09.882Z,2010-03-07T14:15:09.882Z
id_47,channel_48,2010-03-07T11:36:39.882Z,2010-03-07T14:15:09.882Z
id_47,channel_49,2010-03-07T11:34:39.882Z,2010-03-07T14:33:09.882Z
id_47,channel_50,2010-03-07T11:36:52.260Z,2010-03-07T14:23:22.257Z
id_47,channel_51,2010-03-07T11:35:22.257Z,2010-03-07T14:08:22.257Z
id_47,channel_52,2010-03-07T11:32:22.257Z,2010-03-07T14:23:22.257Z
id_48,channel_41,2009-11-22T12:45:09.897Z,2009-11-22T13:51:39.897Z
id_48,channel_42,2009-11-22T12:45:09.897Z,2009-11-22T13:51:39.897Z
id_48,channel_43,2009-11-22T12:45:09.897Z,2009-11-22T13:51:39.897Z
id_48,channel_44,2009-11-22T12:45:09.897Z,2009-11-22T13:51:39.897Z
id_48,channel_45,2009-11-22T12:45:09.897Z,2009-11-22T13:51:39.897Z
id_48,channel_46,2009-11-22T12:45:09.897Z,2009-11-22T13:51:39.897Z
id_48,channel_47,2009-11-22T12:45:39.897Z,2009-11-22T14:25:39.897Z
id_48,channel_48,2009-11-22T12:51:39.897Z,2009-11-22T15:08:09.897Z
id_48,channel_49,2009-11-22T12:46:39.897Z,2009-11-22T14:31:09.897Z
id_48,channel_50,2009-11-22T12:38:22.275Z,2009-11-22T14:26:22.275Z
id_48,channel_51,2009-11-22T12:47:22.275Z,2009-11-22T14:56:22.275Z
id_48,channel_52,2009-11-22T12:45:52.275Z,2009-11-22T17:33:52.275Z
id_49,channel_41,2011-10-08T07:15:06.792Z,2011-10-08T08:47:09.792Z
id_49,channel_42,2011-10-08T07:15:06.792Z,2011-10-08T08:47:09.792Z
id_49,channel_43,2011-10-08T07:15:06.792Z,2011-10-08T08:47:09.792Z
id_49,channel_44,2011-10-08T07:15:06.792Z,2011-10-08T08:47:09.792Z
id_49,channel_45,2011-10-08T07:15:06.792Z,2011-10-08T08:47:09.792Z
